(2421, 54802, 'RL-1')
(1820, 54802, 'UD-1')
(1820, 53521, 'RL1')
(2508, 53521, 'UD-1')
(2508, 52311, 'RL1')
(2539, 52311, 'UD-1')
(2539, 51115, 'RL-1')
(2219, 51115, 'UD-1')
(2219, 50089, 'RL1')
(94539, 50089, 'UD-1')
(94539, 48701, 'RL-1')
(2499, 48701, 'UD-1')
(2499, 47465, 'RL-1')
(1920, 47465, 'UD-1')
(1920, 46251, 'RL1')
(2036, 46251, 'UD-1')
(2036, 45011, 'RL-1')
(1902, 45011, 'UD-1')
(1902, 43822, 'RL1')
(2259, 43822, 'UD-1')
(2259, 42693, 'RL1')
(2933, 42693, 'UD-1')
(2933, 41483, 'RL1')
(3024, 41483, 'UD-1')
(3024, 40315, 'RL1')
(3347, 40315, 'UD-1')
(3347, 39095, 'RL1')
(3432, 39095, 'UD-1')
(3432, 37844, 'RL1')
(3437, 37844, 'UD-1')
(3437, 36624, 'RL1')
(3606, 36624, 'UD-1')
(3606, 35415, 'RL1')
(3840, 35415, 'UD-1')
(3840, 34519, 'RL1')
(5004, 34519, 'UD-1')
(5004, 33174, 'RL-1')
(4846, 33174, 'UD-1')
(4846, 32153, 'RL1')
(5579, 32153, 'UD-1')
(5579, 31033, 'RL1')
(6045, 31033, 'UD-1')
(6045, 29764, 'RL1')
(6189, 29764, 'UD-1')
(6189, 28954, 'RL1')
(7311, 28954, 'UD-1')
(7311, 27722, 'RL1')
(7558, 27722, 'UD-1')
(7558, 26834, 'RL1')
(8459, 26834, 'UD-1')
(8459, 25657, 'RL1')
(8836, 25657, 'UD-1')
(8836, 24362, 'RL1')
(9050, 24362, 'UD-1')
(9050, 23308, 'RL1')
(9676, 23308, 'UD-1')
(9676, 22505, 'RL1')
(10665, 22505, 'UD-1')
(10665, 21542, 'RL1')
(11408, 21542, 'UD-1')
(11408, 20615, 'RL1')
(12195, 20615, 'UD-1')
(12195, 19321, 'RL1')
(12528, 19321, 'UD-1')
(12528, 18910, 'RL1')
(13931, 18910, 'UD-1')
(13931, 18053, 'RL1')
(14782, 18053, 'UD-1')
(14782, 16947, 'RL1')
(15368, 16947, 'UD-1')
(15368, 15986, 'RL1')
(16122, 15986, 'UD-1')
(16122, 15275, 'RL1')
(17123, 15275, 'UD-1')
(17123, 14036, 'RL1')
(17638, 14036, 'UD-1')
(17638, 13749, 'RL1')
(19005, 13749, 'UD-1')
(19005, 12493, 'RL1')
(19542, 12493, 'UD-1')
(19542, 11719, 'RL1')
(20490, 11719, 'UD-1')
(20490, 11063, 'RL1')
(21528, 11063, 'UD-1')
(21528, 10484, 'RL1')
(22613, 10484, 'UD-1')
(22613, 9632, 'RL1')
(23511, 9632, 'UD-1')
(23511, 9231, 'RL1')
(24702, 9231, 'UD-1')
(24702, 8969, 'RL1')
(25957, 8969, 'UD-1')
(25957, 7711, 'RL1')
(26638, 7711, 'UD-1')
(26638, 7493, 'RL1')
(27904, 7493, 'UD-1')
(27904, 6884, 'RL1')
(28957, 6884, 'UD-1')
(28957, 6354, 'RL1')
(30051, 6354, 'UD-1')
(30051, 5683, 'RL1')
(31086, 5683, 'UD-1')
(31086, 5537, 'RL1')
(32342, 5537, 'UD-1')
(32342, 4632, 'RL1')
(33300, 4632, 'UD-1')
(33300, 4368, 'RL1')
(34504, 4368, 'UD-1')
(34504, 4004, 'RL1')
(35669, 4004, 'UD-1')
(35669, 3899, 'RL1')
(36908, 3899, 'UD-1')
(36908, 3887, 'RL1')
(38158, 3887, 'UD-1')
(38158, 2838, 'RL1')
(39155, 2838, 'UD-1')
(39155, 2664, 'RL1')
(40370, 2664, 'UD-1')
(40370, 2502, 'RL1')
(41585, 2502, 'UD-1')
(41585, 2442, 'RL1')
(42811, 2442, 'UD-1')
(42811, 2202, 'RL1')
(44009, 2202, 'UD-1')
(44009, 1773, 'RL1')
(45193, 1773, 'UD1')
(45193, 1779, 'RL1')
(46424, 1779, 'UD1')
(46424, 2113, 'RL1')
(47667, 2113, 'UD1')
(47667, 2461, 'RL1')
(48890, 2461, 'UD-1')
(48890, 1879, 'RL1')
(50096, 1879, 'UD1')
(50096, 2150, 'RL1')
(51308, 2150, 'UD-1')
(51308, 2067, 'RL1')
(52526, 2067, 'UD1')
(52526, 2162, 'RL1')
(53739, 2162, 'UD1')
(53739, 2567, 'RL1')
(54919, 2567, 'UD-1')
(54919, 2277, 'RL1')
(56174, 2277, 'UD1')
(56174, 2732, 'RL1')
(57337, 2732, 'UD1')
(57337, 2982, 'RL1')
(58524, 2982, 'UD-1')
(58524, 2825, 'RL1')
(59792, 2825, 'UD1')
(59792, 3597, 'RL1')
(60865, 3597, 'UD1')
(60865, 3656, 'RL1')
(62098, 3656, 'UD1')
(62098, 4231, 'RL1')
(63195, 4231, 'UD-1')
(63195, 3956, 'RL1')
(64547, 3956, 'UD1')
(64547, 4822, 'RL1')
(65543, 4822, 'UD1')
(65543, 5323, 'RL1')
(66648, 5323, 'UD1')
(66648, 5708, 'RL1')
(67794, 5708, 'UD1')
(67794, 6332, 'RL1')
(68842, 6332, 'UD1')
(68842, 6545, 'RL1')
(70071, 6545, 'UD1')
(70071, 7095, 'RL1')
(71152, 7095, 'UD1')
(71152, 7819, 'RL1')
(72140, 7819, 'UD1')
(72140, 8090, 'RL1')
(73371, 8090, 'UD1')
(73371, 8558, 'RL1')
(74506, 8558, 'UD1')
(74506, 9355, 'RL1')
(75446, 9355, 'UD1')
(75446, 9575, 'RL1')
(76758, 9575, 'UD1')
(76758, 10546, 'RL1')
(77577, 10546, 'UD1')
(77577, 11065, 'RL1')
(78709, 11065, 'UD1')
(78709, 12226, 'RL1')
(79360, 12226, 'UD1')
(79360, 13026, 'RL1')
(80271, 13026, 'UD1')
(80271, 13333, 'RL1')
(81605, 13333, 'UD1')
(81605, 14454, 'RL1')
(82243, 14454, 'UD1')
(82243, 15429, 'RL1')
(82993, 15429, 'UD1')
(82993, 16448, 'RL1')
(83686, 16448, 'UD1')
(83686, 16730, 'RL1')
(85140, 16730, 'UD1')
(85140, 17580, 'RL1')
(86027, 17580, 'UD1')
(86027, 18788, 'RL1')
(86504, 18788, 'UD1')
(86504, 19587, 'RL1')
(87450, 19587, 'UD1')
(87450, 20649, 'RL1')
(88074, 20649, 'UD1')
(88074, 21621, 'RL1')
(88808, 21621, 'UD1')
(88808, 22620, 'RL1')
(89504, 22620, 'UD1')
(89504, 23897, 'RL1')
(89778, 23897, 'UD1')
(89778, 24528, 'RL1')
(91047, 24528, 'UD1')
(91047, 25567, 'RL1')
(91695, 25567, 'UD1')
(91695, 26551, 'RL1')
(92445, 26551, 'UD1')
(92445, 27672, 'RL1')
(92953, 27672, 'UD1')
(92953, 29003, 'RL1')
(93020, 29003, 'UD1')
(93020, 29887, 'RL1')
(94005, 29887, 'UD1')
(94005, 31018, 'RL1')
(94478, 31018, 'UD1')
(94478, 32106, 'RL1')
(95057, 32106, 'UD1')
(95057, 33388, 'RL1')
(95127, 33388, 'UD1')
(95127, 34671, 'RL1')
(95140, 34671, 'UD1')
(95140, 35702, 'RL1')
(95891, 35702, 'UD1')
(95891, 36936, 'RL1')
(96002, 36936, 'UD1')
(96002, 38053, 'RL1')
(96524, 38053, 'UD1')
(96524, 39176, 'RL1')
(97068, 39176, 'UD1')
(97068, 40340, 'RL1')
(97484, 40340, 'UD1')
(97484, 41668, 'RL-1')
(97025, 41668, 'UD1')
(97025, 42848, 'RL1')
(97316, 42848, 'UD1')
(97316, 44004, 'RL1')
(97834, 44004, 'UD1')
(97834, 45193, 'RL1')
(98224, 45193, 'UD1')
(98224, 46461, 'RL-1')
(97726, 46461, 'UD1')
(97726, 47670, 'RL1')
(97819, 47670, 'UD1')
(97819, 48871, 'RL1')
(98356, 48871, 'UD1')
